"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=%20Anura"
"Access Time","Fri 2017-02-03 06:26:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name"," Anura"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0678"
"Records Found","1413"
"Records Returned","1413"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"709010","occ","","","20573","Gastrophryne carolinensis","species","53089","","Gastrophryne carolinensis","species","110831","Late Pleistocene","","0.126","0.0117","25711"
"709011","occ","","","20573","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","25711"
"709012","occ","","","20573","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Late Pleistocene","","0.126","0.0117","25711"
"709013","occ","","","20573","Bufo terrestris","species","110843","","Bufo terrestris","species","110842","Late Pleistocene","","0.126","0.0117","25711"
"709014","occ","","","20573","Acris cf. gryllus","species","110845","","Acris gryllus","species","110844","Late Pleistocene","","0.126","0.0117","25711"
"709015","occ","","","20573","Pseudacris ornata","species","110847","","Pseudacris ornata","species","110846","Late Pleistocene","","0.126","0.0117","25711"
"709016","occ","","","20573","Hyla cinerea","species","104849","","Hyla cinerea","species","110849","Late Pleistocene","","0.126","0.0117","25711"
"709017","occ","","","20573","Hyla gratiosa","species","104847","","Hyla gratiosa","species","104847","Late Pleistocene","","0.126","0.0117","25711"
"709018","occ","","","20573","Hyla n. sp. baderi","species","110833","","Hyla baderi","species","110833","Late Pleistocene","","0.126","0.0117","25711"
"709225","occ","","","75995","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","25717"
"709226","occ","","","75995","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","25717"
"709239","occ","","","17965","Acris sp.","genus","37470","","Acris","genus","37470","Hemingfordian","","20.43","15.97","25718"
"709311","occ","","","18046","Anura indet.","order","37422","","Anura","order","97112","Hemphillian","","10.3","4.9","2228"
"709859","occ","","","20560","Acris cf. crepitans","species","104844","","Acris crepitans","species","104844","Irvingtonian","","1.8","0.3","25726"
"709860","occ","","","37788","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","25727"
"709862","occ","","","20605","Scaphiopus (Spea) bombifrons","species","99692","recombined as","Spea bombifrons","species","99665","Late Pleistocene","","0.126","0.0117","25727"
"709863","occ","","","20605","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","25727"
"709864","occ","20092","","20605","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Late Pleistocene","","0.126","0.0117","25726"
"709865","occ","","","20605","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Late Pleistocene","","0.126","0.0117","25727"
"709866","occ","","","20605","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","25727"
"709872","occ","","","19931","Spea sp.","genus","99680","","Spea","genus","99680","Blancan","","4.9","1.8","25728"
"709873","occ","","","76049","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Late Pleistocene","","0.126","0.0117","25726"
"709874","occ","","","20309","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Irvingtonian","","1.8","0.3","25726"
"709875","occ","","","20301","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Irvingtonian","","1.8","0.3","25726"
"709876","occ","","","76049","Pseudacris sp.","genus","37473","","Pseudacris","genus","37473","Late Pleistocene","","0.126","0.0117","25726"
"709890","occ","","","76059","Anura indet.","order","37422","","Anura","order","97112","Late Pleistocene","","0.126","0.0117","25748"
"709968","occ","","","76060","Scaphiopus sp.","genus","37454","","Scaphiopus","genus","37454","Late Pleistocene","","0.126","0.0117","25748"
"709969","occ","","","76060","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","25748"
"710590","occ","","","75493","Leptodactylidae ? indet.","family","37457","","Leptodactylidae","family","37457","Maastrichtian","","72.1","66","26453"
"711065","occ","","","76101","Eleutherodactylus augusti","species","37459","species not entered","Eleutherodactylus","genus","37459","Late Pleistocene","","0.126","0.0117","726"
"711066","occ","","","76101","Syrrhophus marnocki","species","111091","","Syrrhophus marnocki","species","111091","Late Pleistocene","","0.126","0.0117","726"
"711067","occ","","","76101","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","726"
"717426","occ","","","77023","Anura indet.","order","37422","","Anura","order","97112","Late Miocene","","11.608","5.333","26066"
"719349","occ","","","77193","Xenopus n. sp. romeri","species","113803","","Xenopus romeri","species","113803","Late Paleocene","Early Eocene","58.7","48.6","26129"
"724154","occ","","","49816","Rana temporaria","species","288767","","Rana temporaria","species","288767","Middle Pleistocene","","0.781","0.126","26261"
"724157","occ","","","49816","Bufo sp.","genus","37465","","Bufo","genus","37465","Middle Pleistocene","","0.781","0.126","26261"
"725860","occ","","","58421","Rana temporaria","species","288767","","Rana temporaria","species","288767","Middle Pleistocene","","0.781","0.126","26261"
"732494","occ","","","63515","Anura indet.","order","37422","","Anura","order","97112","Late Pleistocene","","0.126","0.0117","26437"
"733642","occ","","","71296","Bufo spinulosus","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","23908"
"735475","occ","","","78931","n. gen. Beelzebufo n. sp. ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","26523"
"738102","occ","","","19628","Bufo sp.","genus","37465","","Bufo","genus","37465","Blancan","","4.9","1.8","695"
"740570","occ","","","79632","Scaphiopus sp.","genus","37454","","Scaphiopus","genus","37454","Late Pleistocene","","0.126","0.0117","26750"
"740571","occ","","","79632","Eleutherodactylus augusti","species","37459","species not entered","Eleutherodactylus","genus","37459","Late Pleistocene","","0.126","0.0117","26750"
"740572","occ","","","79632","Bufo cognatus","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","26750"
"740573","occ","","","79632","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","26750"
"740574","occ","","","79632","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","26750"
"740575","occ","","","79632","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","26750"
"740938","occ","","","79667","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","26766"
"740939","occ","","","79667","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","26766"
"747409","occ","","","17341","Bufo sp.","genus","37465","","Bufo","genus","37465","Whitneyan","","33.3","30.8","2738"
"747410","occ","","","17341","Scaphiopus sp.","genus","37454","","Scaphiopus","genus","37454","Whitneyan","","33.3","30.8","2738"
"754351","occ","","","79180","Anura indet.","order","210843","","Anura","order","97112","Late Miocene","","11.608","5.333","27152"
"775065","occ","","","83134","Anura indet.","order","210843","","Anura","order","97112","Early Berriasian","","145","140.2","27942"
"775790","occ","","","83250","Anura indet.","order","210843","","Anura","order","97112","Late Maastrichtian","","70.6","66","27962"
"775802","occ","","","57000","Anura indet.","order","210843","","Anura","order","97112","Turonian","Santonian","93.9","83.6","27962"
"776472","occ","","","83303","Bufonidae indet.","family","37464","","Bufonidae","family","37464","Holocene","","0.0117","0","27974"
"777776","occ","","","83529","n. gen. Baurubatrachus n. sp. pricei","species","95402","","Baurubatrachus pricei","species","95402","Coniacian","Santonian","89.8","83.6","23371"
"781613","occ","","","84195","Anura indet.","order","210843","","Anura","order","97112","Late Pleistocene","","0.126","0.0117","28192"
"781648","occ","","","84181","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","28196"
"781649","occ","","","84181","Bufo americanus","species","133747","","Bufo americanus","species","133747","Late Pleistocene","","0.126","0.0117","28196"
"781650","occ","","","84181","Bufo woodhousii","species","133748","misspelling of, obsolete variant of","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","28196"
"781651","occ","","","84181","Hyla gratiosa","species","104847","","Hyla gratiosa","species","104847","Late Pleistocene","","0.126","0.0117","28196"
"781652","occ","","","84181","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","28196"
"781653","occ","","","84181","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","28196"
"781654","occ","","","84181","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Late Pleistocene","","0.126","0.0117","28196"
"784114","occ","","","84472","n. gen. Shomronella n. sp. jordanica","species","134503","","Shomronella jordanica","species","134503","Berriasian","","145","139.8","28313"
"784436","occ","","","84556","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Middle Campanian","","83.5","70.6","28352"
"785706","occ","","","84606","n. gen. Eopelobates n. sp. anthracinus","species","99654","","Eopelobates anthracinus","species","99654","MP 30","","28.4","23.03","4366"
"785707","occ","","","31499","n. gen. Singidella n. sp. latecostata","species","135376","","Singidella latecostata","species","135376","Lutetian","","47.8","41.3","28410"
"785715","occ","","","84702","n. gen. Llankibatrachus n. sp. truebae","species","135386","","Llankibatrachus truebae","species","135386","Ypresian","","56","47.8","28411"
"785719","occ","","","84703","Llankibatrachus truebae","species","135386","","Llankibatrachus truebae","species","135386","Middle Eocene","Early Oligocene","48.6","28.4","28411"
"785826","occ","","","84710","n. gen. Eorubeta n. sp. nevadensis","species","135428","","Eorubeta nevadensis","species","135428","Early Eocene","","55.8","48.6","28414"
"785828","occ","","","84606","Hyla n. sp. europaea","species","135434","","Hyla europaea","species","135434","MP 30","","28.4","23.03","28416"
"785844","occ","","","15081","Anura indet.","order","210843","","Anura","order","97112","Clarkforkian","","56.8","55.8","1656"
"787678","occ","","","85084","Rana n. sp. johnsoni","species","136707","nomen dubium","Rana","genus","37481","Clarendonian","","13.6","10.3","28584"
"787826","occ","","","14992","Anura indet.","order","210843","","Anura","order","97112","Ti3","","61.7","56.8","1526"
"789171","occ","","","20639","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","28773"
"789172","occ","","","20639","cf. Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","28773"
"789174","occ","","","20639","Anura indet.","order","150288","","Anura","order","97112","Late Pleistocene","","0.126","0.0117","28773"
"800977","occ","","","18601","Bufo sp.","genus","37465","","Bufo","genus","37465","Hemphillian","","10.3","4.9","1051"
"800978","occ","","","18601","Rana sp.","genus","37481","","Rana","genus","37481","Hemphillian","","10.3","4.9","1051"
"811370","occ","","","73862","Anura indet.","order","210843","","Anura","order","97112","Early Cenomanian","","99.6","93.5","29837"
"826626","occ","","","28194","Limnodynastes n. sp. archeri","species","153542","","Limnodynastes archeri","species","153542","Late Oligocene","Early Miocene","28.4","15.97","30667"
"826627","occ","","","28194","Australobatrachus n. sp. ilius","species","153544","","Australobatrachus ilius","species","153544","Late Oligocene","Early Miocene","28.4","15.97","30667"
"826628","occ","","","28194","Litoria cf. caerulea","species","153547","","Litoria caerulea","species","153546","Late Oligocene","Early Miocene","28.4","15.97","30667"
"826629","occ","","","28194","Litoria sp.","genus","153545","","Litoria","genus","153545","Late Oligocene","Early Miocene","28.4","15.97","30667"
"831816","occ","","","92026","Rana n. sp. pusilla","species","156317","recombined as","Indobatrachus pusillus","species","156317","Eocene","","56","33.9","30965"
"831817","occ","","","53977","n. gen. Macropelobates n. sp. osborni","species","156321","","Macropelobates osborni","species","156321","Early Oligocene","","33.9","28.4","30967"
"831818","occ","","","92027","n. gen. Miopelodytes n. sp. gilmorei","species","156322","","Miopelodytes gilmorei","species","156322","Middle Miocene","","15.97","11.608","30968"
"831819","occ","","","92028","n. gen. Prodiscoglossus n. sp. vertaizoni","species","156323","","Prodiscoglossus vertaizoni","species","156323","Early Oligocene","","33.9","28.4","30969"
"831820","occ","","","84606","n. gen. Zaphrissa n. sp. eurypelis","species","156325","","Zaphrissa eurypelis","species","156325","MP 30","","28.4","23.03","30970"
"831962","occ","","","52312","Sunnybatrachus purbeckensis","species","156370","","Sunnybatrachus purbeckensis","species","156370","Middle Berriasian","","145","140.2","30987"
"832074","occ","","","44942","Rana n. sp. pueyoi","species","156417","nomen dubium","Rana","genus","37481","MN 9","MN 10","11.1","8.7","11708"
"832075","occ","","","44942","Rana n. sp. quellembergi","species","156420","nomen dubium","Rana","genus","37481","MN 9","MN 10","11.1","8.7","11708"
"832082","occ","","","92097","n. gen. Arariphrynus n. sp. placidoi","species","156432","","Arariphrynus placidoi","species","156432","Late Aptian","","122.46","112.03","31011"
"832083","occ","","","92097","n. gen. Eurycephalella n. sp. alcinae","species","156434","","Eurycephalella alcinae","species","156434","Late Aptian","","122.46","112.03","31011"
"832084","occ","","","92097","n. gen. Cratia n. sp. gracilis","species","156436","","Cratia gracilis","species","156436","Late Aptian","","122.46","112.03","31011"
"832085","occ","","","92097","Pipimorpha ? indet.","unranked clade","68503","","Pipimorpha","unranked clade","68503","Late Aptian","","122.46","112.03","31011"
"832123","occ","","","79522","n. gen. Mesophryne n. sp. beipiaoensis","species","156581","recombined as","Liaobatrachus beipiaoensis","species","156581","Barremian","Early Aptian","129.4","122.46","31024"
"832124","occ","","","92113","n. gen. Wawelia n. sp. gerholdi","species","156613","","Wawelia gerholdi","species","156613","Friasian","","16.3","15.5","31025"
"832125","occ","","","92114","n. gen. Eoxenopoides n. sp. reuningi","species","156614","","Eoxenopoides reuningi","species","156614","Maastrichtian","Selandian","72.1","59.2","15044"
"832129","occ","","","92117","n. gen. Shelania n. sp. pascuali","species","135372","","Shelania pascuali","species","135372","Lutetian","","47.8","41.3","31028"
"832130","occ","","","92118","Shelania pascuali","species","135372","","Shelania pascuali","species","135372","Lutetian","","47.8","41.3","31028"
"832131","occ","","","92119","n. gen. Saltenia n. sp. ibanezi","species","156615","","Saltenia ibanezi","species","156615","Campanian","","83.6","72.1","31028"
"835265","occ","","","92733","Laliostoma labrosa","species","158512","species not entered","Laliostoma","genus","158512","Holocene","","0.0117","0","31261"
"835266","occ","","","92733","Ptychadena mascareniensis","species","37480","species not entered","Ptychadena","genus","37480","Holocene","","0.0117","0","31261"
"835267","occ","","","92733","Scaphiophryne sp.","genus","158513","","Scaphiophryne","genus","158513","Holocene","","0.0117","0","31261"
"838746","occ","","","93103","Anura indet.","order","210843","","Anura","order","97112","Late Pleistocene","","0.126","0.0117","3185"
"839091","occ","","","93143","Rana cf. catesbiana","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","31473"
"840109","occ","","","93182","cf. Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","31487"
"841902","occ","","","93374","Scaphiopus couchi","species","99688","recombined as","Scaphiopus (Scaphiopus) couchi","species","99688","Late Pleistocene","Holocene","0.126","0","31595"
"841903","occ","","","93374","Scaphiopus cf. hammondi","species","99690","recombined as","Spea hammondii","species","99690","Late Pleistocene","Holocene","0.126","0","31595"
"841904","occ","","","93374","Bufo cf. woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","Holocene","0.126","0","31595"
"841905","occ","","","93374","Bufo punctatus","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","Holocene","0.126","0","31595"
"841906","occ","","","93374","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","Holocene","0.126","0","31595"
"851039","occ","","","94615","Eleutherodactylus johnstonei","species","37459","species not entered","Eleutherodactylus","genus","37459","Holocene","","0.0117","0","32225"
"872668","occ","","","96714","Anura indet.","order","210843","","Anura","order","97112","Pleistocene","","2.588","0.0117","32997"
"872706","occ","","","96722","Anura indet.","order","210843","","Anura","order","97112","Pleistocene","","2.588","0.0117","32997"
"885772","occ","","","58199","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","Aptian","","125","113","38089"
"892102","occ","","","98674","Anura indet.","order","210843","","Anura","order","97112","Late Campanian","","83.5","70.6","34043"
"892127","occ","","","98677","Anura indet.","order","210843","","Anura","order","97112","Late Campanian","","83.5","70.6","34043"
"895581","occ","","","28995","Sunnybatrachus sp.","genus","156369","","Sunnybatrachus","genus","156369","Middle Berriasian","","145","140.2","34139"
"897765","occ","","","16885","Eopelobates grandis","species","99653","","Eopelobates grandis","species","99653","Chadronian","","37.2","33.9","1235"
"901185","occ","","","14519","Neobatrachia indet.","unranked clade","69091","","Neobatrachia","unranked clade","69091","Lancian","","70.6","66","803"
"906558","occ","","","101898","Bufo japonicus","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","34644"
"906559","occ","","","101898","Hyla japonica","species","37471","species not entered","Hyla","genus","37471","Late Pleistocene","","0.126","0.0117","34644"
"906560","occ","","","101898","Rana nigromaculata","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","34644"
"906561","occ","","","101898","Rana rugosa","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","34644"
"906562","occ","","","101898","Rana ornativentris","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","34644"
"906563","occ","","","101898","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","34644"
"906564","occ","","","101898","Rhacophorus schlegelii","species","37477","species not entered","Rhacophorus","genus","37477","Late Pleistocene","","0.126","0.0117","34644"
"907851","occ","","","102191","Anura indet.","order","210843","","Anura","order","97112","Cenomanian","","100.5","93.9","34725"
"914844","occ","","","103804","Anura indet.","order","150288","","Anura","order","97112","Santacrucian","","17.5","16.3","34887"
"915150","occ","","","103991","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","35027"
"915151","occ","","","103991","Hyla cf. crucifer","species","37471","species not entered","Hyla","genus","37471","Late Pleistocene","","0.126","0.0117","35027"
"915152","occ","","","103991","Rana cf. catesbiana","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35027"
"915153","occ","","","103991","Rana cf. clamitans","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35027"
"915154","occ","","","103991","Rana cf. pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","35027"
"915155","occ","","","103991","Rana cf. palustris","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35027"
"915156","occ","","","103991","Rana cf. sylvatica","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35027"
"915157","occ","","","103991","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35027"
"920432","occ","","","103358","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","35177"
"920437","occ","","","103358","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","35177"
"927239","occ","","","104689","Bufo fowleri","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","Holocene","0.126","0","35379"
"927244","occ","","","104689","Bufo woodhousi","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","Holocene","0.126","0","35379"
"928443","occ","","","13300","Anura indet.","order","210843","","Anura","order","97112","Messinian","Zanclean","7.246","3.6","35405"
"929568","occ","","","82258","Scaphiopus holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Late Pleistocene","","0.126","0.0117","35381"
"929569","occ","","","82258","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","35381"
"929570","occ","","","82258","Hyla sp.","genus","37471","","Hyla","genus","37471","Late Pleistocene","","0.126","0.0117","35381"
"929571","occ","","","82258","Rana catesbiana","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35381"
"929572","occ","","","82258","Rana palustris","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35381"
"929573","occ","","","82258","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","35381"
"947575","occ","","","96621","Anura informal indet. A","order","150288","obsolete variant of","Anura","order","97112","Late Valanginian","","140.2","136.4","36362"
"947576","occ","","","96621","Anura informal indet. B","order","150288","obsolete variant of","Anura","order","97112","Late Valanginian","","140.2","136.4","36362"
"967004","occ","","","114205","Anura indet.","order","210843","","Anura","order","97112","Campanian","Maastrichtian","83.6","66","37068"
"970476","occ","","","67818","Anura indet.","order","150288","","Anura","order","97112","Late Maastrichtian","","70.6","66","37254"
"970477","occ","","","67818","n. gen. Paralatonia n. sp. transylvanica","species","197675","","Paralatonia transylvanica","species","197675","Late Maastrichtian","","70.6","66","37254"
"970962","occ","","","115189","Oumtkoutia anae","species","144427","","Oumtkoutia anae","species","144427","Early Cenomanian","","99.6","93.5","29589"
"970963","occ","","","115189","Anura indet.","order","210843","","Anura","order","97112","Early Cenomanian","","99.6","93.5","29589"
"970968","occ","","","115190","n. gen. Oumtkoutia n. sp. anae","species","144427","","Oumtkoutia anae","species","144427","Early Cenomanian","","99.6","93.5","29589"
"970969","occ","","","115190","Anura informal indet. 1","species","210843","species not entered","Anura","order","97112","Early Cenomanian","","99.6","93.5","29589"
"970970","occ","","","115190","Anura indet.","order","210843","","Anura","order","97112","Early Cenomanian","","99.6","93.5","29589"
"971756","occ","","","32052","Bufo viridis","species","94503","","Bufo viridis","species","94503","Late Pliocene","","3.6","2.588","37350"
"971757","occ","","","32052","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pliocene","","3.6","2.588","37350"
"971758","occ","","","32052","Hyla cf. meridionalis","species","37471","species not entered","Hyla","genus","37471","Late Pliocene","","3.6","2.588","37350"
"972196","occ","","","67817","n. gen. Hatzegobatrachus n. sp. grigorescui","species","197673","","Hatzegobatrachus grigorescui","species","197673","Late Maastrichtian","","70.6","66","37358"
"972214","occ","","","45437","aff. Paradiscoglossus sp.","genus","92263","","Paradiscoglossus","genus","92263","Late Maastrichtian","","70.6","66","37367"
"972215","occ","","","45437","Palaeobatrachidae indet.","family","37445","","Palaeobatrachidae","family","37445","Late Maastrichtian","","70.6","66","37367"
"973313","occ","","","87925","Bufonidae indet.","family","37464","","Bufonidae","family","37464","Thanetian","","59.2","56","37390"
"973314","occ","25859","","87925","Palaeobatrachus sp.","genus","37447","","Palaeobatrachus","genus","37447","Thanetian","","59.2","56","37390"
"973315","occ","","","87925","Neobatrachia indet.","unranked clade","156430","","Neobatrachia","unranked clade","69091","Thanetian","","59.2","56","38102"
"977164","occ","","","116638","n. gen. Avitabatrachus n. sp. uliana","species","199258","","Avitabatrachus uliana","species","199258","Early Cenomanian","","99.6","93.5","37566"
"980986","occ","","","117415","n. gen. Yizhoubatrachus n. sp. macilentus","species","197697","recombined as","Liaobatrachus macilentus","species","197697","Aptian","","125","113","37781"
"981556","occ","","","45726","n. gen. Aygroua n. sp. anoualensis","species","201399","","Aygroua anoualensis","species","201399","Berriasian","","145","139.8","37819"
"983386","occ","","","55268","Neobatrachia indet.","unranked clade","156430","","Neobatrachia","unranked clade","69091","Maastrichtian","","72.1","66","37865"
"983387","occ","","","55268","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","Maastrichtian","","72.1","66","37865"
"983388","occ","","","32366","Anura indet.","order","150288","","Anura","order","97112","Maastrichtian","","72.1","66","37865"
"983389","occ","","","39266","Anura indet.","order","150288","","Anura","order","97112","Maastrichtian","","72.1","66","37865"
"983390","occ","29597","","117797","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"983523","occ","","","51947","Pipimorpha indet.","unranked clade","68503","","Pipimorpha","unranked clade","68503","Early Cenomanian","","99.6","93.5","37878"
"983526","occ","","","85293","n. gen. Neusibatrachus n. sp. wilferti","species","202008","","Neusibatrachus wilferti","species","202008","Barremian","","129.4","125","37879"
"984109","occ","","","58701","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Santonian","","85.8","83.5","19868"
"984395","occ","","","52888","n. gen. Callobatrachus n. sp. sanyanensis","species","81737","subjective synonym of","Liaobatrachus grabaui","species","156584","Late Barremian","Early Aptian","130","122.46","17714"
"984397","occ","","","52888","n. gen. Liaobatrachus n. sp. grabaui","species","156584","","Liaobatrachus grabaui","species","156584","Late Barremian","Early Aptian","130","122.46","31027"
"985856","occ","","","58208","Anura indet.","order","210843","","Anura","order","97112","Late Albian","","105.3","99.6","18862"
"985860","occ","","","58179","n. gen. Gobiates n. sp. sosedkoi","species","202819","","Gobiates sosedkoi","species","202238","Coniacian","","89.8","86.3","18862"
"985861","occ","","","118246","Gobiates n. sp. bogatchovi","species","202820","","Gobiates bogatchovi","species","202820","Coniacian","","89.8","86.3","18862"
"985862","occ","","","118246","Gobiates cf. sosedkoi","species","202819","","Gobiates sosedkoi","species","202238","Coniacian","","89.8","86.3","18862"
"985863","occ","","","58168","Gobiates n. sp. dzhyrakudukensis","species","202821","","Gobiates dzhyrakudukensis","species","202821","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985864","occ","","","118246","Gobiates dzhyrakudukensis","species","202821","","Gobiates dzhyrakudukensis","species","202821","Coniacian","","89.8","86.3","18862"
"985865","occ","","","118246","Gobiates n. sp. fritschi","species","202822","","Gobiates fritschi","species","202822","Coniacian","","89.8","86.3","18862"
"985866","occ","","","58168","Gobiates n. sp. tatarinovi","species","202823","","Gobiates tatarinovi","species","202823","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985867","occ","","","118246","Gobiates n. sp. spinari","species","202824","","Gobiates spinari","species","202824","Coniacian","","89.8","86.3","18862"
"985868","occ","","","58168","Gobiates n. sp. asiaticus","species","202825","","Gobiates asiaticus","species","202825","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985869","occ","","","118246","Gobiates asiaticus","species","202825","","Gobiates asiaticus","species","202825","Coniacian","","89.8","86.3","18862"
"985870","occ","","","58168","Gobiates n. sp. kizylkumensis","species","202826","","Gobiates kizylkumensis","species","202826","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985871","occ","","","118246","Gobiates n. sp. furcatus","species","202827","","Gobiates furcatus","species","202827","Coniacian","","89.8","86.3","18862"
"985872","occ","","","118246","Gobiates sp.","genus","37429","","Gobiates","genus","37429","Coniacian","","89.8","86.3","18862"
"985873","occ","","","118246","cf. Gobiates sp.","genus","37429","","Gobiates","genus","37429","Coniacian","","89.8","86.3","18862"
"985875","occ","","","118247","cf. Gobiates sp.","genus","37429","","Gobiates","genus","37429","Coniacian","","89.8","86.3","18862"
"985876","occ","","","58168","n. gen. Gobiatoides n. sp. parvus","species","202829","","Gobiatoides parvus","species","202829","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985877","occ","","","118246","cf. Gobiatoides sp.","genus","202828","","Gobiatoides","genus","202828","Coniacian","","89.8","86.3","18862"
"985883","occ","","","58179","n. gen. Kizylkuma n. sp. antiqua","species","202237","","Kizylkuma antiqua","species","202237","Coniacian","","89.8","86.3","18862"
"985884","occ","","","118246","Kizylkuma antiqua","species","202237","","Kizylkuma antiqua","species","202237","Coniacian","","89.8","86.3","18862"
"985885","occ","","","58168","Kizylkuma antiqua","species","202237","","Kizylkuma antiqua","species","202237","Middle Turonian","Late Turonian","93.5","89.3","18862"
