"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=%20Anura"
"Access Time","Fri 2017-02-03 06:26:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name"," Anura"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0678"
"Records Found","1413"
"Records Returned","1413"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"290348","occ","","","27685","Scaphiopus bombifrons","species","99665","recombined as","Spea bombifrons","species","99665","Middle Pleistocene","","0.781","0.126","2939"
"290353","occ","","","27689","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290356","occ","","","27691","Scaphiopus bombifrons","species","99665","recombined as","Spea bombifrons","species","99665","Middle Pleistocene","","0.781","0.126","2939"
"290361","occ","","","27695","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290363","occ","","","27696","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290365","occ","","","27698","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290369","occ","","","20363","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290371","occ","","","20362","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290375","occ","","","20357","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","2939"
"290378","occ","","","20368","Anura indet.","order","37422","","Anura","order","97112","Middle Pleistocene","","0.781","0.126","2938"
"290463","occ","","","27716","Anura indet.","order","37422","","Anura","order","97112","Sinemurian","Pliensbachian","199.3","182.7","7620"
"291043","occ","","","15049","Eorhinophrynus sp.","genus","37443","","Eorhinophrynus","genus","37443","Tiffanian","","61.7","56.8","709"
"291044","occ","","","15049","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Tiffanian","","61.7","56.8","709"
"291051","occ","","","15029","Eorhinophrynus sp.","genus","37443","","Eorhinophrynus","genus","37443","Tiffanian","","61.7","56.8","709"
"292861","occ","","","27894","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Late Maastrichtian","","70.6","66","7650"
"295236","occ","","","28221","Anura indet.","order","37422","","Anura","order","97112","Irvingtonian","","1.8","0.3","7718"
"295253","occ","","","28223","Bufo sp.","genus","37465","","Bufo","genus","37465","Irvingtonian","","1.8","0.3","7718"
"295284","occ","","","28230","Leptodactylidae ? indet.","family","37457","","Leptodactylidae","family","37457","Late Paleocene","Early Eocene","58.7","48.6","7751"
"295725","occ","","","28298","Litoria ewingi","species","338979","","Litoria ewingi","species","338977","Pleistocene","","2.588","0.0117","7766"
"295726","occ","","","28298","Limnodynastes tasmaniensis","species","338982","","Limnodynastes tasmaniensis","species","338982","Pleistocene","","2.588","0.0117","7766"
"295727","occ","","","28298","Limnodynastes cf. dumerili","species","338992","","Limnodynastes dumerili","species","338987","Pleistocene","","2.588","0.0117","7766"
"295728","occ","","","28298","Ranidella signifera","species","339005","","Ranidella signifera","species","338970","Pleistocene","","2.588","0.0117","7766"
"295729","occ","","","28298","Geocrinia cf. laevis","species","339017","","Geocrinia laevis","species","339016","Pleistocene","","2.588","0.0117","7766"
"298922","occ","","","28406","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Late Campanian","","83.5","70.6","7903"
"301086","occ","22305","","28401","Sunnybatrachus purbeckensis","species","156370","","Sunnybatrachus purbeckensis","species","156370","Middle Berriasian","","145","140.2","30987"
"303960","occ","20855","","31054","Anura ? indet.","order","150288","","Anura","order","97112","Early Bathonian","","167.7","164.7","8380"
"337165","occ","","","31717","Discoglossinae indet.","subfamily","197676","","Discoglossinae","subfamily","197676","Lutetian","","47.8","41.3","8544"
"338295","occ","","","31900","Anura indet.","order","37422","","Anura","order","97112","Ruscinian","","5.333","3.2","8519"
"338303","occ","","","31907","Anura indet.","order","37422","","Anura","order","97112","Ruscinian","","5.333","3.2","8519"
"338332","occ","","","31924","Anura indet.","order","37422","","Anura","order","97112","Turolian","","8.7","5.333","8519"
"338339","occ","","","31928","Anura indet.","order","37422","","Anura","order","97112","Turolian","","8.7","5.333","8519"
"351294","occ","","","33396","Discoglossus sp.","genus","37427","","Discoglossus","genus","37427","MN 15","","4.2","3.2","8882"
"351304","occ","","","33396","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","MN 15","","4.2","3.2","8882"
"351305","occ","","","33396","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","MN 15","","4.2","3.2","8882"
"351306","occ","","","33396","Pliobatrachus langhae","species","37448","species not entered","Pliobatrachus","genus","37448","MN 15","","4.2","3.2","8882"
"351307","occ","","","33396","Bufo tarloi","species","37465","species not entered","Bufo","genus","37465","MN 15","","4.2","3.2","8882"
"351308","occ","","","33396","Bufo sp.","genus","37465","","Bufo","genus","37465","MN 15","","4.2","3.2","8882"
"351309","occ","","","33396","Rana sp.","genus","37481","","Rana","genus","37481","MN 15","","4.2","3.2","8882"
"351363","occ","","","33473","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","MN 16","","3.2","2.588","8882"
"351364","occ","","","33473","Pliobatrachus langhae","species","37448","species not entered","Pliobatrachus","genus","37448","MN 16","","3.2","2.588","8882"
"351365","occ","","","33473","Bufo sp.","genus","37465","","Bufo","genus","37465","MN 16","","3.2","2.588","8882"
"351366","occ","","","33473","Rana sp.","genus","37481","","Rana","genus","37481","MN 16","","3.2","2.588","8882"
"351374","occ","","","32485","Rana sp.","genus","37481","","Rana","genus","37481","MN 17","","2.588","1.806","8882"
"351379","occ","","","32485","Bufonidae indet.","family","37464","","Bufonidae","family","37464","MN 17","","2.588","1.806","8882"
"351410","occ","","","33480","Bufo sp.","genus","37465","","Bufo","genus","37465","Early Pleistocene","","2.588","0.781","8882"
"351411","occ","","","33480","Rana sp.","genus","37481","","Rana","genus","37481","Early Pleistocene","","2.588","0.781","8882"
"360301","occ","","","34127","Anura indet.","order","37422","","Anura","order","97112","Pleistocene","","2.588","0.0117","8650"
"360319","occ","","","34128","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","Pleistocene","","2.588","0.0117","8987"
"362033","occ","","","34302","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"362171","occ","","","34305","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"362345","occ","","","34307","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"362385","occ","","","34309","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"362784","occ","","","34320","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"362853","occ","","","34370","Pelobates sp.","genus","37453","","Pelobates","genus","37453","Ruscinian","","5.333","3.2","9032"
"362854","occ","","","34370","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","Ruscinian","","5.333","3.2","9032"
"362855","occ","","","34370","Rana sp.","genus","37481","","Rana","genus","37481","Ruscinian","","5.333","3.2","9032"
"363221","occ","","","34321","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"363649","occ","","","34322","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9017"
"365724","occ","","","34640","Eopelobates anthracinus","species","99654","","Eopelobates anthracinus","species","99654","Late Oligocene","","28.4","23.03","9162"
"368252","occ","","","18755","Bufo n. sp. campi","species","37465","species not entered","Bufo","genus","37465","Late Hemphillian","","10.3","4.9","9310"
"368268","occ","","","34842","cf. Alytes sp.","genus","94178","","Alytes","genus","94178","Middle Pleistocene","","0.781","0.126","9314"
"368325","occ","","","34848","Bufo aff. regularis","species","37465","species not entered","Bufo","genus","37465","Middle Pleistocene","","0.781","0.126","9314"
"368326","occ","","","34848","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","Middle Pleistocene","","0.781","0.126","9314"
"369026","occ","","","34898","Rana sp.","genus","37481","","Rana","genus","37481","Early Pleistocene","","2.588","0.781","9343"
"370212","occ","","","35045","Anura indet.","order","37422","","Anura","order","97112","Middle Pleistocene","","0.781","0.126","9309"
"370213","occ","","","35045","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","Middle Pleistocene","","0.781","0.126","9309"
"370263","occ","","","35047","Pelobates fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9309"
"370475","occ","","","35076","Pelobates sp.","genus","37453","","Pelobates","genus","37453","Pliocene","Pleistocene","5.333","0.0117","9424"
"370476","occ","","","35076","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","Pliocene","Pleistocene","5.333","0.0117","9424"
"370477","occ","","","35076","Bufo cf. calamita","species","37465","species not entered","Bufo","genus","37465","Pliocene","Pleistocene","5.333","0.0117","9424"
"370478","occ","","","35076","Rana cf. temporaria","species","288767","","Rana temporaria","species","288767","Pliocene","Pleistocene","5.333","0.0117","9424"
"370479","occ","","","35076","Rana sp.","genus","37481","","Rana","genus","37481","Pliocene","Pleistocene","5.333","0.0117","9424"
"372858","occ","","","28406","Anura indet.","order","37422","","Anura","order","97112","Late Campanian","","83.5","70.6","9509"
"372859","occ","","","28406","Palaeobatrachidae indet.","family","37445","","Palaeobatrachidae","family","37445","Late Campanian","","83.5","70.6","9509"
"373429","occ","","","35354","Anura indet.","order","37422","","Anura","order","97112","Ruscinian","Villanyian","5.333","2.588","9534"
"373430","occ","","","35354","Bufo sp.","genus","37465","","Bufo","genus","37465","Ruscinian","Villanyian","5.333","2.588","9534"
"373514","occ","","","35358","Anura indet.","order","37422","","Anura","order","97112","Villanyian","","3.2","2.588","9534"
"373568","occ","","","35359","Bufo sp.","genus","37465","","Bufo","genus","37465","Pliocene","Pleistocene","5.333","0.0117","9534"
"373569","occ","","","35359","Rana sp.","genus","37481","","Rana","genus","37481","Pliocene","Pleistocene","5.333","0.0117","9534"
"373570","occ","","","35359","Anura indet.","order","37422","","Anura","order","97112","Pliocene","Pleistocene","5.333","0.0117","9534"
"373611","occ","","","35361","Xenopus sp.","genus","37441","","Xenopus","genus","37441","Late Miocene","","11.608","5.333","9546"
"373612","occ","","","35361","Rana sp.","genus","37481","","Rana","genus","37481","Late Miocene","","11.608","5.333","9546"
"373613","occ","","","35361","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","Late Miocene","","11.608","5.333","9546"
"374068","occ","","","20083","Anura indet.","order","37422","","Anura","order","97112","Early Pliocene","","5.333","3.6","9549"
"374089","occ","","","35368","Ranidae indet.","family","37478","","Ranidae","family","37478","Villanyian","","3.2","2.588","9534"
"374114","occ","","","35369","Bufo viridis","species","94503","","Bufo viridis","species","94503","Villanyian","","3.2","2.588","9534"
"374226","occ","","","35371","Bufo sp.","genus","37465","","Bufo","genus","37465","Villanyian","","3.2","2.588","9534"
"374227","occ","","","35371","Rana sp.","genus","37481","","Rana","genus","37481","Villanyian","","3.2","2.588","9534"
"374301","occ","","","35374","Pliobatrachus cf. langhae","species","37448","species not entered","Pliobatrachus","genus","37448","Villanyian","","3.2","2.588","9534"
"374302","occ","","","35374","Bufo stylaris","species","37465","species not entered","Bufo","genus","37465","Villanyian","","3.2","2.588","9534"
"374303","occ","","","35374","Bufonidae indet.","family","37464","","Bufonidae","family","37464","Villanyian","","3.2","2.588","9534"
"374304","occ","","","35374","Rana sp.","genus","37481","","Rana","genus","37481","Villanyian","","3.2","2.588","9534"
"374399","occ","","","35383","Rana sp.","genus","37481","","Rana","genus","37481","Pliocene","Pleistocene","5.333","0.0117","9534"
"374400","occ","","","35383","Bufo sp.","genus","37465","","Bufo","genus","37465","Pliocene","Pleistocene","5.333","0.0117","9534"
"375002","occ","","","35427","Anura indet.","order","37422","","Anura","order","97112","Early Pleistocene","","2.588","0.781","9534"
"375103","occ","","","35431","Anura indet.","order","37422","","Anura","order","97112","Early Pleistocene","","2.588","0.781","9534"
"375584","occ","","","35457","Anura indet.","order","37422","","Anura","order","97112","Early Pleistocene","","2.588","0.781","9534"
"375658","occ","","","35459","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Early Pleistocene","","2.588","0.781","9534"
"375661","occ","","","35459","Pliobatrachus ? langhae","species","37448","species not entered","Pliobatrachus","genus","37448","Early Pleistocene","","2.588","0.781","9534"
"375662","occ","","","35459","Bombina sp.","genus","113813","","Bombina","genus","113813","Early Pleistocene","","2.588","0.781","9534"
"375663","occ","","","35459","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","Early Pleistocene","","2.588","0.781","9534"
"375664","occ","","","35459","Rana villanyensis","species","37481","species not entered","Rana","genus","37481","Early Pleistocene","","2.588","0.781","9534"
"375665","occ","","","35459","Rana cf. temporaria","species","288767","","Rana temporaria","species","288767","Early Pleistocene","","2.588","0.781","9534"
"375666","occ","","","35459","Rana sp.","genus","37481","","Rana","genus","37481","Early Pleistocene","","2.588","0.781","9534"
"375747","occ","","","35462","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","9534"
"375754","occ","","","35463","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9534"
"375773","occ","","","35464","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9534"
"375802","occ","","","35465","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9534"
"375830","occ","","","35466","Bufo sp.","genus","37465","","Bufo","genus","37465","Middle Pleistocene","","0.781","0.126","9534"
"375831","occ","","","35466","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9534"
"375832","occ","","","35466","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","9534"
"375861","occ","","","35467","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9534"
"375862","occ","","","35467","Bombina sp.","genus","113813","","Bombina","genus","113813","Middle Pleistocene","","0.781","0.126","9534"
"375863","occ","","","35467","Rana sp.","genus","37481","","Rana","genus","37481","Middle Pleistocene","","0.781","0.126","9534"
"375896","occ","","","35468","Bufo sp.","genus","37465","","Bufo","genus","37465","Middle Pleistocene","","0.781","0.126","9534"
"375897","occ","","","35468","Pelobates cf. fuscus","species","37453","species not entered","Pelobates","genus","37453","Middle Pleistocene","","0.781","0.126","9534"
"375898","occ","","","35468","Bombina sp.","genus","113813","","Bombina","genus","113813","Middle Pleistocene","","0.781","0.126","9534"
