"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"829653","occ","","","20605","Elaphe cf. obsoleta","species","155170","","Elaphe obsoleta","species","155169","Late Pleistocene","","0.126","0.0117","30836"
"829654","occ","","","20605","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Late Pleistocene","","0.126","0.0117","30836"
"829655","occ","","","20605","Lampropeltis doliata","species","67553","species not entered","Lampropeltis","genus","67553","Late Pleistocene","","0.126","0.0117","30836"
"829656","occ","","","20605","Lampropeltis calligaster","species","53102","","Lampropeltis calligaster","species","155168","Late Pleistocene","","0.126","0.0117","30836"
"829657","occ","","","20605","Lampropeltis ? sp.","genus","67553","","Lampropeltis","genus","67553","Late Pleistocene","","0.126","0.0117","30836"
"829658","occ","22151","","20295","Nerodia sp.","genus","38141","","Nerodia","genus","38141","Irvingtonian","","1.8","0.3","29343"
"829659","occ","","","20295","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Irvingtonian","","1.8","0.3","30836"
"829660","occ","","","20295","Storeria sp.","genus","53082","","Storeria","genus","53082","Irvingtonian","","1.8","0.3","30836"
"829661","occ","","","20295","Heterodon sp.","genus","38135","","Heterodon","genus","38135","Irvingtonian","","1.8","0.3","30836"
"829662","occ","","","20295","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Irvingtonian","","1.8","0.3","30836"
"829663","occ","","","20295","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Irvingtonian","","1.8","0.3","30836"
"829664","occ","","","20295","Diadophis ? sp.","genus","38131","","Diadophis","genus","38131","Irvingtonian","","1.8","0.3","30836"
"829665","occ","","","20295","Agkistrodon contortix","species","53086","species not entered","Agkistrodon","genus","53086","Irvingtonian","","1.8","0.3","30836"
"829666","occ","","","20295","Crotalus viridis","species","38159","species not entered","Crotalus","genus","38159","Irvingtonian","","1.8","0.3","30836"
"829667","occ","","","20167","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Irvingtonian","","1.8","0.3","30836"
"829668","occ","","","20167","Storeria sp.","genus","53082","","Storeria","genus","53082","Irvingtonian","","1.8","0.3","30836"
"829669","occ","","","20167","Heterodon nasicus","species","155180","","Heterodon nasicus","species","155180","Irvingtonian","","1.8","0.3","30836"
"829670","occ","","","20167","Lampropeltis calligaster","species","53102","","Lampropeltis calligaster","species","155168","Irvingtonian","","1.8","0.3","30836"
"829671","occ","","","20492","Natrix cf. sipedon","species","110877","recombined as","Nerodia sipedon","species","110876","Irvingtonian","Rancholabrean","1.8","0.012","30836"
"829672","occ","","","76049","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Pleistocene","","0.126","0.0117","30836"
"829673","occ","","","76049","Elaphe obsoleta","species","155170","","Elaphe obsoleta","species","155169","Late Pleistocene","","0.126","0.0117","30836"
"829674","occ","","","91527","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Pleistocene","","0.126","0.0117","30836"
"829675","occ","","","91528","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Pleistocene","","0.126","0.0117","30836"
"832077","occ","","","44942","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","MN 9","MN 10","11.1","8.7","11708"
"833226","occ","","","92437","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Pleistocene","","2.588","0.0117","31146"
"835262","occ","","","92733","Acrantophis sp.","genus","158510","","Acrantophis","genus","158510","Holocene","","0.0117","0","31261"
"835263","occ","","","92733","Leioheterodon sp.","genus","158511","","Leioheterodon","genus","158511","Holocene","","0.0117","0","31261"
"835985","occ","","","92787","Boidae indet.","family","38086","","Boidae","family","38086","Late Pleistocene","","0.126","0.0117","31309"
"838745","occ","","","93103","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Late Pleistocene","","0.126","0.0117","3185"
"839040","occ","","","93141","Salvadora grahamiae","species","38150","species not entered","Salvadora","genus","38150","Late Pleistocene","","0.126","0.0117","31472"
"839041","occ","","","93141","Pituophis catenifer","species","67554","species not entered","Pituophis","genus","67554","Late Pleistocene","","0.126","0.0117","31472"
"839042","occ","","","93141","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Late Pleistocene","","0.126","0.0117","31472"
"839043","occ","","","93141","Crotalus ? sp.","genus","38159","","Crotalus","genus","38159","Late Pleistocene","","0.126","0.0117","31472"
"839094","occ","","","93143","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Late Pleistocene","","0.126","0.0117","31473"
"839095","occ","","","93143","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Late Pleistocene","","0.126","0.0117","31473"
"841234","occ","","","93253","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Pleistocene","","2.588","0.0117","31526"
"841272","occ","","","93259","Colubridae indet.","family","38127","","Colubridae","family","38127","Late Pleistocene","","0.126","0.0117","31532"
"841399","occ","","","93281","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Pleistocene","","0.126","0.0117","31547"
"841920","occ","","","93374","Masticophis sp.","genus","67532","","Masticophis","genus","67532","Late Pleistocene","Holocene","0.126","0","31595"
"841921","occ","","","93374","Salvadora sp.","genus","38150","","Salvadora","genus","38150","Late Pleistocene","Holocene","0.126","0","31595"
"841922","occ","","","93374","Arizona elegans","species","155167","","Arizona elegans","species","155167","Late Pleistocene","Holocene","0.126","0","31595"
"841923","occ","","","93374","Pituophis melanoleucus","species","155174","","Pituophis melanoleucus","species","155173","Late Pleistocene","Holocene","0.126","0","31595"
"841924","occ","","","93374","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Late Pleistocene","Holocene","0.126","0","31595"
"841925","occ","","","93374","Lampropeltis pyromelana","species","67553","species not entered","Lampropeltis","genus","67553","Late Pleistocene","Holocene","0.126","0","31595"
"841926","occ","","","93374","Rhinocheilus lecontei","species","67538","species not entered","Rhinocheilus","genus","67538","Late Pleistocene","Holocene","0.126","0","31595"
"841927","occ","","","93374","Gyalopium canum","species","161745","misspelling of, species not entered","Gyalopion","genus","67529","Late Pleistocene","Holocene","0.126","0","31595"
"841928","occ","","","93374","Trimorphodon biscutatus","species","67542","species not entered","Trimorphodon","genus","67542","Late Pleistocene","Holocene","0.126","0","31595"
"841929","occ","","","93374","Hypsiglena torquata","species","67530","species not entered","Hypsiglena","genus","67530","Late Pleistocene","Holocene","0.126","0","31595"
"841930","occ","","","93374","Crotalus atrox","species","38159","species not entered","Crotalus","genus","38159","Late Pleistocene","Holocene","0.126","0","31595"
"841931","occ","","","93374","Crotalus scutulatus","species","38159","species not entered","Crotalus","genus","38159","Late Pleistocene","Holocene","0.126","0","31595"
"841992","occ","","","93379","Crotalidae indet.","subfamily","161798","obsolete variant of","Crotalinae","subfamily","53087","Late Pleistocene","","0.126","0.0117","31599"
"841993","occ","","","93379","Colubridae indet.","family","38127","","Colubridae","family","38127","Late Pleistocene","","0.126","0.0117","31599"
"842547","occ","","","93527","Colubridae indet.","family","38127","","Colubridae","family","38127","Late Pleistocene","","0.126","0.0117","31646"
"843157","occ","","","77524","Boinae indet.","subfamily","53184","","Boinae","subfamily","53184","Lutetian","","47.8","41.3","31698"
"851042","occ","","","94615","Typhlops monastus","species","38072","species not entered","Typhlops","genus","38072","Holocene","","0.0117","0","32225"
"851057","occ","","","94615","cf. Boidae indet.","family","38086","","Boidae","family","38086","Holocene","","0.0117","0","32225"
"851066","occ","","","94616","cf. Boa constrictor","species","179224","","Boa constrictor","species","179224","Holocene","","0.0117","0","32225"
"872389","occ","","","55268","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872390","occ","","","78931","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872391","occ","","","32366","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872392","occ","","","55269","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872493","occ","","","84844","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872494","occ","","","39265","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872495","occ","","","91207","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872497","occ","","","96692","n. gen. Menarana n. sp. nosymena","species","168590","","Menarana nosymena","species","168590","Maastrichtian","","72.1","66","32931"
"872498","occ","","","39266","Menarana nosymena","species","168590","","Menarana nosymena","species","168590","Maastrichtian","","72.1","66","32931"
"872499","occ","","","96693","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"872500","occ","","","96693","Menarana nosymena","species","168590","","Menarana nosymena","species","168590","Maastrichtian","","72.1","66","32931"
"872501","occ","","","96694","Menarana nosymena","species","168590","","Menarana nosymena","species","168590","Maastrichtian","","72.1","66","32931"
"872502","occ","","","55268","n. gen. Kelyophis n. sp. hechti","species","168593","","Kelyophis hechti","species","168593","Maastrichtian","","72.1","66","32931"
"872503","occ","","","39266","Kelyophis hechti","species","168593","","Kelyophis hechti","species","168593","Maastrichtian","","72.1","66","32931"
"872504","occ","30871","","39266","Adinophis fisaka","species","315273","","Adinophis fisaka","species","315273","Maastrichtian","","72.1","66","54399"
"872505","occ","","","39266","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Maastrichtian","","72.1","66","32931"
"872506","occ","30870","","55270","n. gen. Adinophis n. sp. fisaka","species","315273","","Adinophis fisaka","species","315273","Maastrichtian","","72.1","66","54399"
"872507","occ","","","84843","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Maastrichtian","","72.1","66","32931"
"872508","occ","","","46894","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Maastrichtian","","72.1","66","32931"
"879457","occ","","","75493","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Maastrichtian","","72.1","66","33275"
"890172","occ","","","98396","Simoliophis sp.","genus","36416","","Simoliophis","genus","36416","Middle Cenomanian","Late Cenomanian","99.6","93.5","33992"
"897619","occ","","","99678","Ogmophis sp.","genus","38106","","Ogmophis","genus","38106","Orellan","","33.9","33.3","5660"
"897620","occ","","","99678","Calamagras sp.","genus","38093","","Calamagras","genus","38093","Orellan","","33.9","33.3","5660"
"898051","occ","","","18894","Ogmophus n. sp. arenarum","species","173177","misspelling of, recombined as","Ogmophis arenarum","species","173177","Barstovian","","15.97","13.6","1382"
"898052","occ","","","18597","Neurodromicus n. sp. barbouri","species","173180","subjective synonym of","Boa constrictor","species","179224","Hemingfordian","","20.43","15.97","34303"
"915163","occ","","","103991","Colubridae indet.","family","38127","","Colubridae","family","38127","Late Pleistocene","","0.126","0.0117","35027"
"915164","occ","","","103991","Crotalidae indet.","subfamily","161798","obsolete variant of","Crotalinae","subfamily","53087","Late Pleistocene","","0.126","0.0117","35027"
"920435","occ","","","103358","Elaphe cf. obsoleta","species","155170","","Elaphe obsoleta","species","155169","Late Pleistocene","","0.126","0.0117","35177"
"920436","occ","","","103358","Nerodia sipedon","species","155181","","Nerodia sipedon","species","110876","Late Pleistocene","","0.126","0.0117","35177"
"920438","occ","","","103358","Storeria sp.","genus","53082","","Storeria","genus","53082","Late Pleistocene","","0.126","0.0117","35177"
"920439","occ","","","103358","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Pleistocene","","0.126","0.0117","35177"
"920927","occ","","","105244","Paleophis n. sp. virginianus","species","178157","","Paleophis virginianus","species","178157","Late Paleocene","Early Eocene","58.7","48.6","35181"
"925579","occ","","","18327","Tregophis brevirachis","species","68099","","Tregophis brevirachis","species","68099","Late Clarendonian","","13.6","10.3","35340"
"925580","occ","","","18327","Erycinae indet.","family","67485","invalid subgroup of","Boidae","family","38086","Late Clarendonian","","13.6","10.3","35340"
"925581","occ","","","18327","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Late Clarendonian","","13.6","10.3","35340"
"925582","occ","","","18327","Paracoluber storeri","species","68486","","Paracoluber storeri","species","68486","Late Clarendonian","","13.6","10.3","35340"
"925583","occ","","","18327","cf. Opheodrys sp.","genus","67533","","Opheodrys","genus","67533","Late Clarendonian","","13.6","10.3","35340"
"925584","occ","","","18327","Lampropeltis aff. getula","species","178473","recombined as","Lampropeltis getulus","species","110827","Late Clarendonian","","13.6","10.3","35340"
"925585","occ","","","18327","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Late Clarendonian","","13.6","10.3","35340"
"925586","occ","","","18327","Elaphe cf. kansensis","species","155151","","Elaphe kansensis","species","155150","Late Clarendonian","","13.6","10.3","35340"
"925587","occ","","","18327","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Late Clarendonian","","13.6","10.3","35340"
"925588","occ","","","18327","Pituophis sp.","genus","67554","","Pituophis","genus","67554","Late Clarendonian","","13.6","10.3","35340"
"925589","occ","","","18327","Ameiseophis robinsoni","species","68127","","Ameiseophis robinsoni","species","68127","Late Clarendonian","","13.6","10.3","35340"
"925590","occ","","","18327","Texasophis sp.","genus","38152","","Texasophis","genus","38152","Late Clarendonian","","13.6","10.3","35340"
"925591","occ","","","18327","Xenodontinae indet.","subfamily","53079","","Xenodontinae","subfamily","53079","Late Clarendonian","","13.6","10.3","35340"
"925592","occ","","","18327","cf. Tropidoclonion sp.","genus","67543","","Tropidoclonion","genus","67543","Late Clarendonian","","13.6","10.3","35340"
"925593","occ","","","18327","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Clarendonian","","13.6","10.3","35340"
"925594","occ","","","18327","n. gen. Micronatrix n. sp. juliescottae","species","178476","","Micronatrix juliescottae","species","178476","Late Clarendonian","","13.6","10.3","35340"
"925595","occ","","","18327","Nerodia hillmani","species","178477","","Nerodia hillmani","species","155194","Late Clarendonian","","13.6","10.3","35340"
"925596","occ","","","18327","Nerodia sp.","genus","38141","","Nerodia","genus","38141","Late Clarendonian","","13.6","10.3","35340"
"925597","occ","","","18327","Neonatrix cf. infera","species","178478","","Neonatrix infera","species","178478","Late Clarendonian","","13.6","10.3","35340"
"925598","occ","","","18327","cf. Agkistrodon sp.","genus","53086","","Agkistrodon","genus","53086","Late Clarendonian","","13.6","10.3","35340"
"925599","occ","","","18327","cf. Crotalus sp.","genus","38159","","Crotalus","genus","38159","Late Clarendonian","","13.6","10.3","35340"
"927246","occ","","","104689","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Late Pleistocene","Holocene","0.126","0","35379"
"929113","occ","","","106271","n. gen. Titanoboa n. sp. cerrejonensis","species","179039","","Titanoboa cerrejonensis","species","179039","Middle Paleocene","","61.7","58.7","35416"
"929221","occ","","","67386","Eunectes sp.","genus","38099","","Eunectes","genus","38099","Tortonian","","11.62","7.246","35434"
"929222","occ","","","67386","n. gen. Colombophis n. sp. spinosus","species","179147","","Colombophis spinosus","species","179147","Tortonian","","11.62","7.246","35436"
"929227","occ","","","67386","aff. Epicrates sp.","genus","179151","","Epicrates","genus","179151","Tortonian","","11.62","7.246","35440"
"929228","occ","","","67386","Colubridae indet.","family","38127","","Colubridae","family","38127","Tortonian","","11.62","7.246","35440"
"929487","occ","","","106304","Boa constrictor","species","179224","","Boa constrictor","species","179224","Lujanian","","0.781","0.012","35446"
"929577","occ","","","82258","Natrix sp.","genus","38138","","Natrix","genus","38138","Late Pleistocene","","0.126","0.0117","35381"
"929578","occ","","","82258","Storeria sp.","genus","53082","","Storeria","genus","53082","Late Pleistocene","","0.126","0.0117","35381"
"929579","occ","","","82258","Thamnophis sirtalis","species","53083","","Thamnophis sirtalis","species","53083","Late Pleistocene","","0.126","0.0117","35381"
"929581","occ","","","82258","Diadophis sp.","genus","38131","","Diadophis","genus","38131","Late Pleistocene","","0.126","0.0117","35381"
"929582","occ","","","82258","Carphophis amoenus","species","53097","","Carphophis amoenus","species","53097","Late Pleistocene","","0.126","0.0117","35381"
"929583","occ","","","82258","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Late Pleistocene","","0.126","0.0117","35381"
"929584","occ","","","82258","Masticophis flagellum","species","67532","species not entered","Masticophis","genus","67532","Late Pleistocene","","0.126","0.0117","35381"
"929588","occ","","","55494","Palaeophis n. sp. vastaniensis","species","179266","","Palaeophis vastaniensis","species","179266","Ypresian","","56","47.8","35461"
"929625","occ","","","82258","Opheodrys sp.","genus","67533","","Opheodrys","genus","67533","Late Pleistocene","","0.126","0.0117","35381"
"929626","occ","","","82258","Elaphe cf. guttata","species","155172","","Elaphe guttata","species","155171","Late Pleistocene","","0.126","0.0117","35381"
"929627","occ","","","82258","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Late Pleistocene","","0.126","0.0117","35381"
"929630","occ","","","82258","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Late Pleistocene","","0.126","0.0117","35381"
"929631","occ","","","82258","Crotalus cf. adamanteus","species","291372","","Crotalus adamanteus","species","291372","Late Pleistocene","","0.126","0.0117","35381"
"930829","occ","","","55494","Madtsoiidae ? indet.","family","53179","","Madtsoiidae","family","64923","Ypresian","","56","47.8","35602"
"930830","occ","","","55494","Palaeophis sp.","genus","36405","","Palaeophis","genus","36405","Ypresian","","56","47.8","35602"
"930831","occ","","","55494","Pterosphenus sp.","genus","36413","","Pterosphenus","genus","36413","Ypresian","","56","47.8","35602"
"930832","occ","","","55494","Russellophis n. sp. crassus","species","180452","","Russellophis crassus","species","180452","Ypresian","","56","47.8","35602"
"930833","occ","","","55494","Russellophiidae ? indet.","family","180451","","Russellophiidae","family","180451","Ypresian","","56","47.8","35602"
"930834","occ","","","55494","n. gen. Procerophis n. sp. sahnii","species","180454","","Procerophis sahnii","species","180454","Ypresian","","56","47.8","35602"
"930835","occ","","","55494","n. gen. Thaumastophis n. sp. missiaeni","species","180456","","Thaumastophis missiaeni","species","180456","Ypresian","","56","47.8","35602"
"945478","occ","","","75638","Pterosphenus schucherti","species","65234","","Pterosphenus schucherti","species","65234","Priabonian","","38","33.9","36264"
"947536","occ","","","77232","Simoliophis rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","36357"
"947543","occ","","","77230","Simoliophis rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","36357"
"947544","occ","","","59809","Simoliophis rochebrunei","species","336953","","Simoliophis rochebrunei","species","336953","Early Cenomanian","","99.6","93.5","36357"
"951472","occ","","","26370","Madtsoia n. sp. pisdurensis","species","186988","","Madtsoia pisdurensis","species","186988","Maastrichtian","","72.1","66","36363"
"963279","occ","","","113113","Palaeophis nessovi","species","65294","","Palaeophis nessovi","species","65294","Middle Eocene","","48.6","37.2","36744"
"963282","occ","","","113114","Palaeophis sp.","genus","36405","","Palaeophis","genus","36405","Bartonian","","41.3","38","36744"
"963283","occ","","","49152","Palaeophis nessovi","species","65294","","Palaeophis nessovi","species","65294","Bartonian","","41.3","38","36745"
"963284","occ","","","113115","Palaeophis nessovi","species","65294","","Palaeophis nessovi","species","65294","Bartonian","","41.3","38","36745"
"963285","occ","","","113116","Palaeophis nessovi","species","65294","","Palaeophis nessovi","species","65294","Bartonian","","41.3","38","36745"
"963286","occ","","","113117","Palaeophis nessovi","species","65294","","Palaeophis nessovi","species","65294","Bartonian","","41.3","38","36745"
"970964","occ","","","115189","Simoliophis cf. libycus","species","63403","","Simoliophis libycus","species","63403","Early Cenomanian","","99.6","93.5","29589"
"970966","occ","","","115189","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Early Cenomanian","","99.6","93.5","29589"
"970971","occ","","","115190","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Early Cenomanian","","99.6","93.5","29589"
"970972","occ","","","115190","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Early Cenomanian","","99.6","93.5","29589"
"970973","occ","","","115190","Nigerophiidae ? indet.","family","53990","","Nigerophiidae","family","53990","Early Cenomanian","","99.6","93.5","29589"
"971267","occ","","","115225","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Late Pleistocene","","0.126","0.0117","37211"
"971769","occ","","","32052","Coluber hippocrepis","species","38129","species not entered","Coluber","genus","38129","Late Pliocene","","3.6","2.588","37350"
"971770","occ","","","32052","Malpolon sp.","genus","38136","","Malpolon","genus","38136","Late Pliocene","","3.6","2.588","37350"
"971771","occ","","","32052","cf. Macroprotodon sp.","genus","317895","","Macroprotodon","genus","317895","Late Pliocene","","3.6","2.588","37350"
"971772","occ","","","32052","Macrovipera sp.","genus","64916","obsolete variant of","Vipera (Macrovipera)","subgenus","64916","Late Pliocene","","3.6","2.588","37350"
"971773","occ","","","32052","Bitis sp.","genus","38157","","Bitis","genus","38157","Late Pliocene","","3.6","2.588","37350"
"972217","occ","","","45437","Alethinophidia indet.","infraorder","164091","","Alethinophidia","infraorder","63404","Late Maastrichtian","","70.6","66","37367"
"981031","occ","","","117467","Coniophis sp.","genus","38081","","Coniophis","genus","38081","Late Albian","Early Cenomanian","105.3","93.5","37785"
"983925","occ","31982","","24563","n. gen. Portugalophis n. sp. lignites","species","334098","","Portugalophis lignites","species","334098","Kimmeridgian","","157.3","152.1","56265"
"985513","occ","","","118210","Madtsoia madagascariensis","species","64960","","Madtsoia madagascariensis","species","64960","Maastrichtian","","72.1","66","32931"
"1004035","occ","","","14396","Coniophis sp.","genus","38081","","Coniophis","genus","38081","Late Albian","Early Cenomanian","105.3","93.5","37785"
"1006597","occ","","","45640","Colubridae indet.","family","38127","","Colubridae","family","38127","Priabonian","","38","33.9","39105"
"1011387","occ","","","15074","Palaeophis sp.","genus","36405","","Palaeophis","genus","36405","Clarkforkian","","56.8","55.8","39697"
"1011586","occ","","","11804","n. gen. Ophiomorphus n. sp. colberti","species","216749","subjective synonym of","Pachyrhachis problematicus","species","65330","Early Cenomanian","Middle Cenomanian","99.6","93.5","39748"
"1012792","occ","","","25222","n. gen. Lapparentophis n. sp. defrennei","species","217370","","Lapparentophis defrennei","species","217370","Early Berriasian","Early Cenomanian","145","93.5","39844"
"1015138","occ","","","124089","Colubridae indet.","family","38127","","Colubridae","family","38127","Late Pleistocene","","0.126","0.0117","39880"
"1020886","occ","","","124965","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Danian","","66","61.6","39861"
"1020917","occ","","","88090","Paleophis sp.","genus","53223","misspelling of, obsolete variant of","Palaeophis","genus","36405","Middle Eocene","","48.6","37.2","39861"
"1021301","occ","","","124965","Pterosphenus cf. schucherti","species","65234","","Pterosphenus schucherti","species","65234","Danian","","66","61.6","40566"
"1021302","occ","","","124965","Cheilophis huerfanoensis","species","68090","","Cheilophis huerfanoensis","species","68090","Danian","","66","61.6","40566"
"1028365","occ","","","125951","Carphophis amoenus","species","53097","","Carphophis amoenus","species","53097","Pleistocene","","2.588","0.0117","40897"
"1028366","occ","","","125951","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Pleistocene","","2.588","0.0117","40897"
"1028367","occ","","","125951","Opheodrys vernalis","species","67533","species not entered","Opheodrys","genus","67533","Pleistocene","","2.588","0.0117","40897"
"1028368","occ","","","125951","Nerodia sipedon","species","155181","","Nerodia sipedon","species","110876","Pleistocene","","2.588","0.0117","40897"
"1028369","occ","","","125951","Storeria sp.","genus","53082","","Storeria","genus","53082","Pleistocene","","2.588","0.0117","40897"
"1028370","occ","","","125951","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Pleistocene","","2.588","0.0117","40897"
"1028399","occ","","","125952","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Pleistocene","","2.588","0.0117","40898"
"1028917","occ","","","123868","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Pleistocene","","0.126","0.0117","40407"
"1029855","occ","","","16542","Pterosphenus schucherti","species","65234","","Pterosphenus schucherti","species","65234","Late Uintan","","46.2","40.4","40971"
"1033618","occ","","","124319","Nerodia sipedon","species","155181","","Nerodia sipedon","species","110876","Pleistocene","","2.588","0.0117","41082"
"1033619","occ","","","124319","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Pleistocene","","2.588","0.0117","41082"
"1033620","occ","","","124319","Heterodon platyrhinos","species","155176","","Heterodon platyrhinos","species","155175","Pleistocene","","2.588","0.0117","41082"
"1033621","occ","","","124319","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Pleistocene","","2.588","0.0117","41082"
"1033622","occ","","","124319","Elaphe vulpina","species","53100","","Elaphe vulpina","species","110879","Pleistocene","","2.588","0.0117","41082"
"1033623","occ","","","124319","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Pleistocene","","2.588","0.0117","41082"
"1033624","occ","","","124319","Agkistrodon contortrix","species","53086","species not entered","Agkistrodon","genus","53086","Pleistocene","","2.588","0.0117","41082"
"1033625","occ","","","124319","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Pleistocene","","2.588","0.0117","41082"
"1033626","occ","","","124319","Sistrurus catenatus","species","113770","species not entered","Sistrurus","genus","113770","Pleistocene","","2.588","0.0117","41082"
"1033650","occ","","","123875","Carphophis amoenus","species","53097","","Carphophis amoenus","species","53097","Pleistocene","","2.588","0.0117","41083"
"1033651","occ","","","123875","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Pleistocene","","2.588","0.0117","41083"
"1033652","occ","","","123875","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Pleistocene","","2.588","0.0117","41083"
"1033653","occ","","","123875","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Pleistocene","","2.588","0.0117","41083"
"1033654","occ","","","123875","Nerodia sipedon","species","155181","","Nerodia sipedon","species","110876","Pleistocene","","2.588","0.0117","41083"
"1033655","occ","","","123875","Storeria sp.","genus","53082","","Storeria","genus","53082","Pleistocene","","2.588","0.0117","41083"
"1033656","occ","","","123875","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Pleistocene","","2.588","0.0117","41083"
"1033657","occ","","","123875","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Pleistocene","","2.588","0.0117","41083"
"1034039","occ","32586","","126660","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Pleistocene","","2.588","0.0117","14699"
"1034194","occ","","","20302","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Irvingtonian","","1.8","0.3","41080"
"1034231","occ","","","20302","Natrix sipedon","species","110877","recombined as","Nerodia sipedon","species","110876","Irvingtonian","","1.8","0.3","41081"
"1034232","occ","","","20302","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Irvingtonian","","1.8","0.3","41081"
"1034233","occ","","","20302","Heterodon cf. platyrhinos","species","155176","","Heterodon platyrhinos","species","155175","Irvingtonian","","1.8","0.3","41081"
"1034234","occ","","","20302","Diadophis punctatus","species","53098","","Diadophis punctatus","species","53098","Irvingtonian","","1.8","0.3","41081"
