"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1336071","occ","","","180201","Boavus n. sp. idelmani","species","68103","","Boavus idelmani","species","68103","Bridgerian","","50.3","46.2","14699"
"1336072","occ","","","180202","n. gen. Ogmophis n. sp. oregonensis","species","68093","","Ogmophis oregonensis","species","68093","Arikareean","","30.8","20.43","14699"
"1336073","occ","","","180203","Ogmophis n. sp. compactus","species","68095","","Ogmophis compactus","species","68095","Chadronian","","37.2","33.9","14699"
"1336074","occ","","","179967","Ogmophis compactus","species","68095","","Ogmophis compactus","species","68095","Orellan","","33.9","33.3","14699"
"1336300","occ","","","118198","n. gen. Calamagras n. sp. murivorus","species","172894","","Calamagras murivorus","species","172894","Orellan","","33.9","33.3","14699"
"1336302","occ","","","179967","Calamagras murivorus","species","172894","","Calamagras murivorus","species","172894","Orellan","","33.9","33.3","14699"
"1336303","occ","","","118198","Calamagras n. sp. angulatus","species","172895","","Calamagras angulatus","species","172895","Orellan","","33.9","33.3","14699"
"1336404","occ","","","118198","Calamagras n. sp. talpivorus","species","172898","","Calamagras talpivorus","species","172897","Orellan","","33.9","33.3","14699"
"1336922","occ","","","20290","Coluber cf. constrictor","species","53099","","Coluber constrictor","species","53099","Irvingtonian","","1.8","0.3","14699"
"1336923","occ","","","20290","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Irvingtonian","","1.8","0.3","14699"
"1336924","occ","","","180339","Coluber cf. constrictor","species","53099","","Coluber constrictor","species","53099","Pleistocene","","2.588","0.0117","14699"
"1336926","occ","","","20479","Coluber n. sp. acuminatus","species","345145","","Coluber acuminatus","species","345142","Irvingtonian","","1.8","0.3","14699"
"1336927","occ","","","20479","Coluber sp.","genus","38129","","Coluber","genus","38129","Irvingtonian","","1.8","0.3","14699"
"1336931","occ","","","180339","Drymarchon cf. corais","species","110826","","Drymarchon corais","species","110825","Pleistocene","","2.588","0.0117","14699"
"1336934","occ","","","180342","Pituophis sp.","genus","67554","","Pituophis","genus","67554","Pleistocene","","2.588","0.0117","14699"
"1336935","occ","","","20290","Pituophis sp.","genus","67554","","Pituophis","genus","67554","Irvingtonian","","1.8","0.3","14699"
"1336936","occ","","","20479","Natrix sp.","genus","38138","","Natrix","genus","38138","Irvingtonian","","1.8","0.3","14699"
"1336937","occ","","","125958","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Pleistocene","","2.588","0.0117","14699"
"1336938","occ","","","125958","Serpentes indet.","unranked clade","164090","","Serpentes","unranked clade","38069","Pleistocene","","2.588","0.0117","14699"
"1336939","occ","","","19910","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Blancan","","4.9","1.8","14699"
"1336940","occ","","","125975","Colubridae indet.","family","38127","","Colubridae","family","38127","Pliocene","","5.333","2.588","14699"
"1336941","occ","","","13066","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Pleistocene","","2.588","0.0117","14699"
"1336944","occ","","","125974","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Pleistocene","","2.588","0.0117","14699"
"1336946","occ","","","161630","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Rancholabrean","","0.3","0.012","14699"
"1336947","occ","","","20414","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Irvingtonian","Rancholabrean","1.8","0.012","14699"
"1336954","occ","","","180339","Crotalus adamanteus","species","291372","","Crotalus adamanteus","species","291372","Pleistocene","","2.588","0.0117","14699"
"1336955","occ","","","100343","Crotalus adamanteus","species","291372","","Crotalus adamanteus","species","291372","Late Pleistocene","","0.126","0.0117","14699"
"1336956","occ","","","154771","Crotalus adamanteus","species","291372","","Crotalus adamanteus","species","291372","Late Pleistocene","","0.126","0.0117","14699"
"1336957","occ","","","180345","Crotalus adamanteus","species","291372","","Crotalus adamanteus","species","291372","Pleistocene","","2.588","0.0117","14699"
"1336958","occ","","","118198","n. gen. Neurodromicus n. sp. dorsalis","species","172899","","Neurodromicus dorsalis","species","172899","Orellan","","33.9","33.3","14699"
"1336959","occ","","","16228","n. gen. Lithophis n. sp. sargenti","species","84423","","Lithophis sargenti","species","84423","Bridgerian","","50.3","46.2","14699"
"1336960","occ","","","180105","n. gen. Cheilophis n. sp. huerfanoensis","species","68090","","Cheilophis huerfanoensis","species","68090","Bridgerian","","50.3","46.2","14699"
"1336961","occ","","","179967","Cheilophis huerfanoensis","species","68090","","Cheilophis huerfanoensis","species","68090","Orellan","","33.9","33.3","14699"
"1336962","occ","","","125183","n. gen. Helagras n. sp. prisciformis","species","68114","","Helagras prisciformis","species","68114","Puercan","","66","63.3","14699"
"1336963","occ","","","180346","Helagras prisciformis","species","68114","","Helagras prisciformis","species","68114","Torrejonian","","63.3","61.7","14699"
"1336964","occ","","","14606","n. gen. Coniophis n. sp. precedens","species","54231","","Coniophis precedens","species","54231","Lancian","","70.6","66","14699"
"1337645","occ","","","180532","Boidae indet.","family","38086","","Boidae","family","38086","Late Oligocene","","28.4","23.03","59906"
"1337708","occ","","","180565","n. gen. Platyspondylophis n. sp. tadkeshwarensis","species","345434","","Platyspondylophis tadkeshwarensis","species","345434","Ypresian","","56","47.8","59914"
"1337709","occ","","","180565","Madtsoiidae indet.","family","53179","","Madtsoiidae","family","64923","Ypresian","","56","47.8","59914"
"1337710","occ","","","180565","Palaeophis vastaniensis","species","179266","","Palaeophis vastaniensis","species","179266","Ypresian","","56","47.8","59914"
"1337711","occ","","","180565","Boidae indet.","family","38086","","Boidae","family","38086","Ypresian","","56","47.8","59914"
"1337712","occ","","","180565","Procerophis sahnii","species","180454","","Procerophis sahnii","species","180454","Ypresian","","56","47.8","59914"
"1337713","occ","","","180565","Thaumastophis missiaeni","species","180456","","Thaumastophis missiaeni","species","180456","Ypresian","","56","47.8","59914"
"1337725","occ","","","180566","Palaeophis vastaniensis","species","179266","","Palaeophis vastaniensis","species","179266","Ypresian","","56","47.8","59914"
"1338337","occ","","","16431","Dunnophis microechinis","species","67657","","Dunnophis microechinis","species","67657","Bridgerian","","50.3","46.2","59968"
"1340627","occ","","","179194","Natrix n. sp. mlynarskii","species","346184","","Natrix mlynarskii","species","346184","Eocene","Early Miocene","56","15.97","60167"
"1340628","occ","","","181092","Natrix mlynarskii","species","346184","","Natrix mlynarskii","species","346184","MP 22","","33.9","28.4","60167"
"1340706","occ","","","179141","Coluber n. sp. cadurci","species","346267","","Coluber cadurci","species","346267","MP 22","","33.9","28.4","16854"
"1340707","occ","","","179142","Coluber cadurci","species","346267","","Coluber cadurci","species","346267","MP 22","","33.9","28.4","16854"
"1340708","occ","","","179147","Coluber cadurci","species","346267","","Coluber cadurci","species","346267","MP 23","","33.9","28.4","16854"
"1340710","occ","","","36711","Coluber cadurci","species","346267","","Coluber cadurci","species","346267","MP 23","","33.9","28.4","16854"
"1340711","occ","","","36709","Coluber cadurci","species","346267","","Coluber cadurci","species","346267","MP 23","","33.9","28.4","16854"
"1340712","occ","","","60214","Coluber cadurci","species","346267","","Coluber cadurci","species","346267","MP 25","","33.9","23.03","16854"
"1340826","occ","","","179194","Palaeopython n. sp. cadurcensis","species","346287","","Palaeopython cadurcensis","species","346287","Eocene","Early Miocene","56","15.97","60203"
"1340827","occ","","","179194","n. gen. Palaeopython n. sp. filholi","species","346288","","Palaeopython filholi","species","346288","Eocene","Early Miocene","56","15.97","60203"
"1340904","occ","","","12846","Palaeopython filholi","species","346288","","Palaeopython filholi","species","346288","MP 19","","37.2","33.9","16854"
"1340905","occ","","","84657","Palaeopython ? filholi","species","346288","","Palaeopython filholi","species","346288","MP 19","","37.2","33.9","16854"
"1340906","occ","","","60214","Bransateryx vireti","species","72156","","Bransateryx vireti","species","72156","MP 25","","33.9","23.03","16854"
"1340907","occ","","","36712","Bransateryx vireti","species","72156","","Bransateryx vireti","species","72156","MP 28","","28.4","23.03","16854"
"1340908","occ","","","132949","Alethinophidia indet.","infraorder","63404","","Alethinophidia","infraorder","63404","Danian","","66","61.6","12895"
"1341268","occ","","","179194","Plesiotortrix n. sp. edwardsi","species","346366","","Plesiotortrix edwardsi","species","346366","Eocene","Early Miocene","56","15.97","60203"
"1341269","occ","","","179194","Palaeopython n. sp. neglectus","species","346301","","Palaeopython neglectus","species","346301","Eocene","Early Miocene","56","15.97","60203"
"1341270","occ","","","179194","Paleryx n. sp. cayluxi","species","346367","","Paleryx cayluxi","species","346367","Eocene","Early Miocene","56","15.97","60203"
"1341280","occ","","","37559","Palaeophis sp.","genus","36405","","Palaeophis","genus","36405","Middle Eocene","","48.6","37.2","60251"
"1341286","occ","","","12842","n. gen. Cadurcoboa n. sp. insolita","species","346412","","Cadurcoboa insolita","species","346412","Priabonian","","38","33.9","60255"
"1341322","occ","","","14385","Coniophis sp.","genus","38081","","Coniophis","genus","38081","Cenomanian","","100.5","93.9","60263"
"1341326","occ","","","12842","Cadurceryx sp.","genus","38091","","Cadurceryx","genus","38091","Priabonian","","38","33.9","60255"
"1341327","occ","","","12842","Dunnophis cadurcensis","species","72130","","Dunnophis cadurcensis","species","72130","Priabonian","","38","33.9","60255"
"1341329","occ","","","12840","Boidae indet.","family","38086","","Boidae","family","38086","Bartonian","","41.3","38","11647"
"1341330","occ","","","39662","n. gen. Paraplatyspondylia n. sp. batesi","species","346428","","Paraplatyspondylia batesi","species","346428","Late Eocene","","37.2","33.9","60271"
"1341331","occ","","","39662","Palaeopython cadurcensis","species","346287","","Palaeopython cadurcensis","species","346287","Late Eocene","","37.2","33.9","60271"
"1341332","occ","","","28747","Palaeopython cadurcensis","species","346287","","Palaeopython cadurcensis","species","346287","MP 17A","MP 17B","37.2","33.9","60271"
"1341333","occ","","","39662","Cadurceryx n. sp. pearchi","species","346429","","Cadurceryx pearchi","species","346429","Late Eocene","","37.2","33.9","60271"
"1341334","occ","","","28747","cf. Calamagras sp.","genus","38093","","Calamagras","genus","38093","MP 17A","MP 17B","37.2","33.9","60271"
"1341335","occ","","","28747","cf. Dunnophis sp.","genus","38098","","Dunnophis","genus","38098","MP 17A","MP 17B","37.2","33.9","60271"
"1341337","occ","","","28747","Vectophis wardi","species","179226","","Vectophis wardi","species","179226","MP 17A","MP 17B","37.2","33.9","60271"
"1341338","occ","","","39014","Russellophis sp.","genus","36414","","Russellophis","genus","36414","Bartonian","","41.3","38","60271"
"1341339","occ","","","28747","Russellophis tenuis","species","319694","","Russellophis tenuis","species","319694","MP 17A","MP 17B","37.2","33.9","60271"
"1341340","occ","","","181272","Paleryx n. sp. rhombifer","species","346432","","Paleryx rhombifer","species","346432","Late Eocene","","37.2","33.9","60271"
"1341341","occ","","","28747","Paleryx rhombifer","species","346432","","Paleryx rhombifer","species","346432","MP 17A","MP 17B","37.2","33.9","60271"
"1341342","occ","","","38862","Paleryx sp.","genus","38108","","Paleryx","genus","38108","Late Eocene","","37.2","33.9","60271"
"1341457","occ","","","151252","Coniophis sp.","genus","38081","","Coniophis","genus","38081","Lutetian","","47.8","41.3","43438"
"1341458","occ","","","151252","Palaeopython sp.","genus","38107","","Palaeopython","genus","38107","Lutetian","","47.8","41.3","43438"
"1341459","occ","","","151252","Boidae indet.","family","38086","","Boidae","family","38086","Lutetian","","47.8","41.3","43438"
"1341460","occ","","","31754","Boidae informal sp. K","family","38086","obsolete variant of","Boidae","family","38086","Priabonian","","38","33.9","43438"
"1341461","occ","","","151252","n. gen. Szyndlaria n. sp. aureomontensis","species","346454","","Szyndlaria aureomontensis","species","346454","Lutetian","","47.8","41.3","43438"
"1341462","occ","","","151252","Dunnophis matronensis","species","319695","","Dunnophis matronensis","species","319695","Lutetian","","47.8","41.3","43438"
"1341463","occ","","","151252","Dunnophis cf. cadurcensis","species","72130","","Dunnophis cadurcensis","species","72130","Lutetian","","47.8","41.3","43438"
"1341464","occ","","","151252","Cadurcoboa sp.","genus","38092","","Cadurcoboa","genus","38092","Lutetian","","47.8","41.3","43438"
"1341465","occ","","","151252","Boidae informal sp. K","family","38086","obsolete variant of","Boidae","family","38086","Lutetian","","47.8","41.3","43438"
"1341466","occ","","","151252","Booidea informal A","superfamily","38083","obsolete variant of","Booidea","superfamily","38083","Lutetian","","47.8","41.3","43438"
"1341467","occ","","","151252","Russellophiidae ? indet.","family","180451","","Russellophiidae","family","180451","Lutetian","","47.8","41.3","43438"
"1341469","occ","","","39236","n. gen. Headonophis n. sp. harrisoni","species","346431","","Headonophis harrisoni","species","346431","Late Eocene","","37.2","33.9","60271"
